id,comment_text,lang,toxic
175,"Resulta que no soy adivino. La imagen en cuestión fue marcada y borrada por no tener ninguna información que acreditara su origen y licencia. Por favor, lee lo que viene a continuación.",es,0
176,"Iyi olmus, beklenen tarihten once varacagiz 10bin e muhtemelen, ki bu da hizlandirabilir katilimlari. Simdi bir de 10 bin icn sablon olusturmak gerek. ",tr,0
177,Ogni giorno mi sveglio e sento un feto!!!!!!!!!!sono le gomme!!!!!e la merda del mio cane e uguale a quella di mio fratello.insomma passo giornate di merda(pru!!pru!!pru!!)MACCI CHI FETU!!!!ACCUPAI!!!!!,it,1
178,Peki o zaman... istek maddelerinden vakit kalırsa hali hazırdaki bilgilerle Abravanel in giridilerini birleştirmeye çalışıp (detaylı okumadım o yüzden bilmiyorum ama varsa) kişisel görüşleri kaldırıp birleştiririm... Rodos kan ifitirası hakkındaki fact leri gördüm ama bu bilgilerin kaynakları bende maalesef yok; acikcasi ingilizce seckin ve baska iki dilde kaliteli olan bir maddenin turkcede KM secilmemesi uzucu olacaktır ama elden ne gelir. Kolay gelsin    Iggydarsa     mesaj   ,tr,0
179,"Konuyu fazla uzatmak istemiyorum. Birincisi burada eksik bir yer gördüm tamamlama gayreti içine giriştim, internette bir web sitesinden kopyala-yapıştır yaparak eksik olanı tamamlamak istedim ve diğerlerinide bu yöntem ile tamamlayacaktım. En azından boş kalacağına bu yöntem çok daha mantıklı olacaktı. Sizde altına burada yazılanlar şüpheli gibi bir not düşebilirdiniz. Ama silmeyi tercih ettiniz. Ben her ne kadar kopyala yapıştır yapsam bile, bu kopyalama yaptığım sitenin telif haklarını çaldığım anlamına gelmez, çünkü tarihi yazılarda telif hakkı yoktur. Herkes belirli kaynaklardan aktararak internete taşımışlardır. Benim yapmak istediğimde wikide boş kalacağına en azından bir bilgi olarak burada böyle bir verinin girilmesinin mantıklı olacağı düşüncesiydi. Ama demekki boş kalması sizin için daha mantıklıymış. Boş kalsın problem yok. )",tr,0
180,"Selam, HTML dersimi bulmuş olmana şaşırdım ) Ben de çok aradım ama iyi bir kitap bulamadım. Seviyen nedir? Yeni mi öğreniyorsun, yoksa benim gibi biraz biliyor musun? Ona göre birkaç link önerebilirim. denisutkumesaj  Estağfurullah. Yalnız dizayn ve HTML farklı şeyler. Şu sitelerde senin işine yarayacak HTML ile ilgili güzel bilgiler bulabilirsin; , , . denisutkumesaj ",tr,0
181,fermati per carità di dio non sei un medico stai facendo un pasticcio enorme lascia a fare chi le capisce ste cose per pietà!79.50.36.,it,0
182, Yanıtını okudum. Bence acemi olabileceklere biraz daha süre tanımamızda (en azından 10 dk) fayda var diye düşünüyorum. Panelhurry ,tr,0
183,La Webley Fosbery e la Mateba NON sono armi automatiche!!!! Informatevi prima di svcrivere stupidaggini. Velo dice uno che di armi ne sa un pochetto. E non di softair.....,it,1
184,Tanıtım olması için değil gerçekten vikide olması gerektiğini düşündüğüm için sayfayı oluşturdum ve vikiye uygun hale getirmeye çalıştım. Google a sildiğiniz sayfayla ilgili başlığı yazdığınızda sonuçlardan kayda değer olup olmadığını değerlendirebilirsiniz. Objektif olarak incelediğinizde yayında olan birçok sayfa gibi kayda değer olup olmadığıyla ilgili tekrar düşünmeye davet ediyorum. Tanıtım kaygım olduğunu bir varsayımla düşünerek karar vermek yerine objektif davranmanızı rica ediyorum. Ecettaa (mesaj) ,tr,0
185,   PUTOOOOO !!!!! MALATENDIDO !!!!! Anda a cuidar a tu mujer que la estan FOLLANDO 4 negros en tu casa GAY DE MIERDA !!!   ,es,1
186,"Dopo un annetto ho riletto un paio di volte la voce con calma e ho fatto qualche minima modifica. Hai voglia di darci un occhiata? In particolare alla sezione dei concerti? Poi... proviamo a ri-vetrinarla? Amarvudol (msg)  Giusto... Template navbox, voci dei tour, ma soprattutto la voce discografia che è un mezzo casino. Ho iniziato a sistemarla off-line per mettere un po  di note. Appeno ho finito ti faccio un fischio. Bye. Amarvudol (msg) ",it,0
187,"Detesto la Censura del Bloqueo, los links son o al menos era valido. Seria bueno que todos los proveedores se sumasen a este proyecto opennic y que este se fusionase con nicp2p, asi no se perderian fuentes de cultura tan rica como la desarrollada en la isla",es,0
188,Bence riske girmeden evvel fikirleri alalım ) O bağlantının bana zararı yok açıkçası )    Khutuc      k   msj ,tr,0
189,evet. Bu sayede kullanıcılar sizi tanıyabilir. Bu imzayı sadece  kullanıcı mesajı  ve madde   tartışma   sayfalarında kullanmalısınız. Asla madde içine imza atmayın. Ayrıntılı Bilgimesaj ,tr,0
190,"Uhmm... sarà, ma io ho annullato proprio perché ho letto tutto.    Ad esempio, io personalemnte mi masturbo una volta al giorno, la notte, prima di addormentarmi, ma a volte capita anche una durante il pomeriggio. Generalemnte passo una media di un ora quotidiana su internet in cerca di materiale fetish con cui eccitarmi. Mi è appunto venuto il dubbio: è masturbazione normale o compulsiva?     non è una domanda relativa alla voce (come invece era il resto,ma appunto qualcosa d altro. Dedda71 (msg) ",it,0
191,"Mi hai convinto: ecco tre l esempio di tre ignorantoni che, come dici tu, erroneamente dicono  da scrivere : italo svevo alberto moravialuigi pirandello Ma che razza di ignoranti, e si credevano perfino scrittori! GC",it,1
192,"Muchas gracias por tan gran detalle, un abrazo desde Canarias y disfruta del día tu también. 20px O.o°• мαя •°o.O ...Dime!!!* 21:50 8 mar 2013 (UTC)",es,0
193,Jean Paul Roux un Türklerin Tarihi kitabında ve pekçok kaynakta Türk devleti olarak ya da bazı kaynaklarda da Türk-Moğol devleti olarak geçmektedir. Sonuçta Türk kültürü dışında anlam kazanmamaktadır. Orijinnal ,tr,0
194," Caro  Cristian Colosimo, dato che sei tanto  furbo  da credere ancora alle favole, ti faccio un piacere e ti dò questo link. Leggi con attenzione e vergognati. Ciao, pollastro!",it,1
195,"Emulando a Matias Prats ¿Pero esto (y esto, unos cuantos diff más) qué es????? Ay, ay, ay, ¡cómo está el patio!. Esto es  jolibú , cada día es llegar y ...  ¡A ver que hay hoy!  , ya no me sorprende (casi) nada. Habrá que decirle algo ¿o pasando directamente? P.d. Te voy a bloquear    ad eternum   , cagate lorito ;)",es,1
196,"He visto que mis enlaces (siempre en enlaces externos) han desparecido y después de volverlos a añadir he descubierto un mensaje que me indicaba que eran sospechosos de spam. Creo que es una web que aporta información muy interesante en todos los partados de prensa al incluir un directorio de prensa batante potente y sobretodo información sobre bases de datos de prensa que tienen valor para periodistas ye investigadores. En ningún caso pretendo hacer publicidad, habida cuenta que trabajo en una biblioteca de una universidad pública. De todas maneras, si consideran que estoy equivocado pido disculpas y no vovlveré a añadirlos.",es,0
197,9 maddeye daha dosya ekleyerek projenin hedefi olan 100 maddeyi tamamladım. Bu arada önemli değil 😊 Kullanıcı mesaj:Ali95Acar ,tr,0
198,"Mah, Fausto Coppi è il mito di mio padre, vedi scritto Regno d Italia nella sua voce?87.13.166.",it,0
199,Ti ringrazio per l apprezzamento. Ci sto ancora lavorando in quanto la storia e  piuttosto complicata e non e  facile trovare dei documenti originali non di parte. Non so se può essere all altezza di una rubrica e temo di non avere molto tempo per poter seguire adeguatamente un vaglio. Comunque quando ho terminato la redazione se ne puo riparlare. Ciao.    Mario1952      (msg)   ,it,0
200,Merhabalar mazrup maddesini haksız yere sildiğinizi düşünüyorum.Modaratörlük vey yazarlık hakkı işine gelmeyen maddeleri silmek değildir. Akınsoft ve benzeri bir çok ansiklopedik bilgi arz etmeyen Maddeler vikinin içinde mevcut olmak la birlikte sizin onaylarınızdan geçmektedir. Mazrup maddesinin geri alınmasını rica ediyorum.,tr,0
201,La foto que tiene en este momento no se le ve la cara y yo consegui una y cada rato me la quitan esos malparidos,es,0
202,"Se ha dado una serie de casos en facebook cual la señorita Gomez tiene fans Homosexuales pues las chicas estas tienen fantasias sexuales con su idola, el punto es? la señorita gomez acepta la homosexualidad?",es,0
203,"Ciao, grazie della segnalazione per cosa inserire nella voce: . Allora continuerò come mi hai detto tu per le voci restanti, le altre te la sentiresti di metterle te a posto? La categoria degli stub del Canton Ticino lo eliminata apposta visto che è un sotto-progetto del progetto:Svizzera e in questa maniera si ha una visione di insieme migliore sulle voci da destubizzare: Progetto:Svizzera/Inventario. Saluti Headclass (msg) ",it,0
204,"El primero le falta desarrollarse, pero se ajusta al objetivo del proyecto, el segundo no; además de que es una copia del francés, es más para Wikinews o para un artículo enciclopédico que para El Noticiero.    Miguu         ¡Parlamenta!      05:00 13 abr 2019 (UTC) Ah, y la próxima vez crea tus propuestas bajo una subpágina de tu usuario, no bajo subpáginas del Noticiero.    Miguu         ¡Parlamenta!      05:00 13 abr 2019 (UTC)",es,0
205,"Su kısım sırf kaynaksiz oldugu icin factladım ama dorgu bilgidir.   Ecevit Hükümeti tarafından atanan İstanbul Valisi İhsan Tekin, bu olayı  basit bir zabıta vakası  olarak niteledi ve  siyasi yönü yoktur  dedi   Takabeg ",tr,0
206,hola gente como estan no se quien decide la cantida de dinero a crear pero en argentina en el mandato de los k se emitio y se mantiene en sirculacion dinero trucho del banco central solo billetes de 100 pesos con una inscripcion donde dice banco de la republica argentina mas abajo dice de curso legal que quiere decir esa leyendita que esos billetes no son validos y fueron creados para parar un poco el problema interno lo que contrajo a su ves una influencia en la inflacion del pais hace ya unos meses que no veo uno pero todabia hay calculo que los estarn sacando de sirculacion bouvetes@hotmail.com,es,0
207,"Ciao! Vorresti contribuire a questo  progetto  sulle voci di qualità inferiore? Se vuoi, partecipa all apposita discussione.    Brískelly Problèmes, questions, angoisses?     Ti dico subito: non ci ho capito neanch io una mazza. Ciao,    Brískelly Problèmes, questions, angoisses?     Io quella l ho capita ma, a dire il vero, oltre a non interessarmi più di tanto, la boccerei, la stamperei, la brucerei e ne butterei le ceneri XD Bando alle ciance, è una discussione seria )    Brískelly Problèmes, questions, angoisses?     Ahimè, la voce della basilica di san barnaba è al limite del template {{F}}, se non aggiungi altra bibliografia e collegamenti esterni; cmq, quando (e    se   ) ci saranno i buoni articoli, si può puntare là.    Brískelly Problèmes, questions, angoisses?    ",it,0
208,Se uno consiglia una wiki sbaglia terribilmente. Ma a ogni modo il problema è che en.wiki è effettivamente una pattumiera nella misura in cui accanto alla pagina scritta benissimo c è l agente immobiliare dell anno della città di provincia statunitense di turno. Torno comunque a chiedermi perché si facciano i ballottaggi e le elezioni visto che il risultato è *fattualmente certo* da prima. Se poi andiamo coi fastidiosi sofismi mi posso anche permettere di chiedere perché ci sia gente che spende energie per creare pagine non enciclopediche. Vito (msg) ,it,0
209,Madem tarafsizsiniz papalikla ilgili yazdigimi neden degistiriyosunuz ben taraf tuutugum icin yazmiyorun hz. kisaltmasini gunumuz tarihinde oyle yazilmasi gerekiyo cunku siz nasil türksünüz türkler islamın son halifesi olmuş bir millet daha peygamberinize saygı duyulması gerektiğine sahip çıkamıyosunuz!! Zikreddin (mesaj) ,tr,1
210,Vikipedi:Troll zararlısı sayfasında yazdığı gibi   Yöntemleri kötüye kullanan     Kafa ütüleyen     Yersiz eleştiren   kullanıcı VP:EP madde 10   Topluluğun sabrını zorlayan ve topluluğa karşı sorun çıkaran kullanıcılar   gereği Kullanıcı:Mskyrider tarafından engellenmiştir. Lütfen kullanıcı adınızı engellendi diye bunu kişisel algılayıp bir mesele haline getirmeyiniz. Ciddiyet sınırlarında dahi dolaşmayan bir yazıyı ciddiymişcesine sunmayınız. Tartışmaya devam etmek için mesaj atarsanız cevabım biraz gecikmeli olacak özel meşguliyetlerimden dolayı.   Mach   iavelli msj ,tr,0
211,"Hola. Mis acciones no tenían como fin poner un nombre más preciso, sino un diseño más preciso. Si vas a Imagen:Flag of Spain (1785-1873 and 1875-1931).svg, verás en el apartado  Historial del archivo  las diferentes versiones que se han  subido  bajo ese nombre. Como podrás observar, las dos primeras versiones son terriblemente feas, mientras que la última (la actual) es una copia de Image:Bandera naval desde 1785.png (de mucha mayor calidad). El nombre de la imagen en realidad no importa mucho. Si tienes alguna duda más, ya sabes donde encontrarme. Un saludo. ",es,0
212,"Ho letto buona parte di questa pag di discuss. Sono un povero scemo, pensavo che la mia proposta fosse   originale   invece è già stata fatta, ripetuta e sostenuta da molti utenti. Magari non nel merito specifico ma cmq emerge che: molti utenti vorrebbero un po  più di uniformità applicativa, tabella (indicativa) ampiliata ecc. gli admin rivendicano massima autonomia decisionale, in forza della loro elezione. Cmq x rispondere a Yuma ed Ita01, al di là del   decidere   se c è o no un abuso, mi sembra che avere un parametro in tabella per questa fattispecie sia utile: ovvio poi che, a seconda dei casi e contesti, si può aumentare e diminuire (e qua sta la giusta discrezionalità dell admin) motivando lo scostamento. Yuma, già che hai definito  abuso , definisci anche  utente problematico . Probabilmente tanti dei problemi dipendono anche da scarsa chiarezza e condivisione del significato di queste due parolette... è un altro aspetto che andrebbe meglio dettagliato ) ",it,0
213,"Ortada bir tartışma olması gerekmiyor zaten betimlediğim tarzda bir sakınca için. Bir taraf hiçbir şekilde karşı tarafla ilgilenmiyorken de yaşanabilir bu sorun. Sorunu çok basit ve açık olarak anlattığımı sanıyorum. Lütfen.    Vito Genovese     Üslubu şikayet sayfasında bir hizmetli tarafından engeli üzerine aday gösterilen bir şahıs adına şahsıma    üslubunuza dikkat et, tavır takınmayın    tarzında bir ikazıda haksız bulduğumu uyarının yada kendi deyiminizle (hatırlatmanın) muhattabı şahsen eğer ortada tartışmaya zemin bir durum varsa her iki tarafında dahil edilmesi aksi halde bi-taraf olunduğu izlenimi vereceğini hatırlatmak isterim. — Lubunya — ",tr,0
214,"Hola, bienvenido. Si deseas colaborar acá, te recomiendo que lo hagas en español, de lo contrario será borrado el artículo. Saludos.- 天使 BlackBeast   Do you need something?   03:25 21 dic 2010 (UTC)",es,0
215,ibrahim tatlısesin ekranına yazmıştım haliç üniversitesi mezunu ayşegül yıldız la evlendi diye ama silindi.neyazıkki. Sevgierol1984a (mesaj)  Baktım az önce. Evlendiği kişiyi tanıtırken mezun olduğu üniversiteyi yazmak pek gerekli veya doğru görülmediği için geri alınmıştır. Bana sorarsan doğru bir eylem. Kolay gelsin.    Vitruvian    ,tr,0
216,"Selam Merube. 2010-11 Trabzonspor sezonu sayfasındaki formanın kolları bozuk görünüyor. Bu nerden kaynaklanıyor acaba. Dosya mı yüklenmemiş anlamadım gitti. İngilizcesinde her şey normal. Sorunu düzeltebilir misin?...Myrat ileti  Tamamdır, bunu bulduğun iyi oldu. Büyük ihtimalle olur, hallederim bi ara. Çok teşekkürler...Myrat ileti  Selam Merube, görmüşsündür İngiltere kralları için şablon açtım. Ancak bir hanedan var ki üç hanedanı da kapsıyor. Bunun için bir gruba bağlı üç grup gerekiyor. Umarım anlatabilmişimdir. Nasıl yapacağım? İyi vikilemeler, sevgiler...    Berm@nya     Tamam. İyi geceler.    Berm@nya    ",tr,0
217,"Mi spiace ma non vedo la rilevanza, allo stato. Ti dirò invece che ha qualche chance come fumettista. Forse. Sono passato a tagliare l erba, penso che qualcuno si i****zzerà A dopo, mi fa sempre piacere incrociartiTostapane  corrispondenze   ",it,0
218,"Mi mandi anche la minaccia di blocco? Bloccami allora e falla finita. Per mio conto, mai più contribuirò ad arricchire questa NON LIBERA e NON IMPARZIALE sottospecie di enciclopedia moderata da ciarlatani saccenti (e che non sanno neanche cos è un CAST MEMBER o uno SHAREHOLDER - Economia I anno). Grazie di nulla e a mai più risentirci, arroganti dei miei stivali (e studiatevi la differenza tra COLLABORARE e SPAM).",it,1
219,ciao P0 ho fatto la richiesta in meta....grazie per l aiuto di una settimana fa....ciao e buon lavoro ,it,0
220,"sevgili merube ile 89 u, nabıonuz? [böyle bir samimiyet, böyle bir internet dili filan] aslında bir zamanlar aşıkı olduğum mozilla yı artık kullanmıyor yerine chrome kullanıyorum ve vakt-i zemanında (ta develerin tellal, pirelerin berber olduğu ve ben babamın beşiği tıngır mıngır sallarkenki masalsı dönemde) izleme listemin rss ini yer imlerinin kenarına köşesine kaydetmiştim ve bunu geçen mozilla yı özlemle andığım bir akşam gördüm. bugün yine girince senin mesaj attığını gördüm de hani sen gittiydin, hani ben çok üzüldüydüm [gerçi o dönem ben d katkı yapmıyordum ama tartışıyordum hâlen, peşimi dış güçler bırakmıyordu ) ], hani herkes arkadaş heni oyunlar sürerken filan... neyse ben konuyu dağıtmadan doğruyu söylemem gerekirse vikipedi den kopmanın bu kadar kolay olacağını sanmıyordum ve hiç aramıyorum. gözümün önünde  değiştir  tuşu filan da geçmiyor [ağrı kesicilerden midir nedir eheh] burada tanıdığıma memnun olduğum birkaç iyi adam [cinsiyet manasında değildir] var ve onlardan biri de sensin. ben mesajıma önizlemelerle son verirken küçüklerin gözlerinden büyüklerin ellerinden... kendine iyi bak-özellikle 89 a-. öpüldün. hedda ile gabler [bunlar da kişilik bölünmesi yaşıyor yavu] 85.106.224.108 ",tr,0
221, Türkçe ansiklopedilerde ve atlaslarda Türkçesi kullanılıyor. Eğer Türkçesi kullanmamızla hayati hata ortaya çıkıyorsa o zaman düşünmeliyiz. Fakat bu madde için öyle hata ve yanlışlık söz konusu değilir. Dolayısıyla Türkçesini kullanıyoruz. Takabeg ,tr,0
222,"Ciao, le modifiche (anzi i vandalismi) li sta facendo l utente Friersichastrasse, il vero motivo ancora si ignora, penso che gli sia successo qualcosa poco piacevole a Catanzaro. Non so come possiamo fare per farlo smettere anche perchè la stessa cosa la sta facendo sulla voce del trasporto suburbano di Catanzaro 93.64.208.",it,0
223,"Tekrar merhaba , iki sayfa dikkatimi çekti 1 ve 2 bu sayfalar uydurulmuş sanırım bakabilir misiniz, teşekkürler.Alptns90 (mesaj) ",tr,0
224,"Si es que te complicas la vida! Ahora la Frau Bundeskanzlerin lo pone facilito para aprender alemán! Aunque oye tú, yo igual tiraría del suajilí.... ",es,0
225,"Vabbè, provvederò a rimuoverle... Ma non posso cancellarle d imperio, non essendo admin. (Che palle, però, non avere il fair use...) A proposito, tu che lo sei... Potresti gentilmente bloccare agli utenti non registrati Giuseppe Povia, visto che è stata sottoposta a numerosi vandalismi fra ieri ed oggi? Grazie. Sannita -   Il radicale (a piede) libero   ",it,0
226,"T as pasao, maxo. Fueron 2.000 muertos, no 200.000. Son muchos muertos de por si, pero... no exageremos las cifras. Además, no creo q quisiera q sus soldados muriesen. En todo caso se le podra calificar de  autotirario como político  e  incompetente como general . Pero de ahí a  genocida  hay un trecho bien gordo.",es,0
227,Ho wikificato e corretto l italiano. Adesso però sarebbe opportuno che qualche patologo esperto in materia le desse un occhiata. -Ricce (msg) ,it,0
228, Gerçekten kalmanızdan ötürü mennum oldum Selim hocam. Umarım hep birlikte Türkçe Vikipedi yi büyütmeye devam edeceğiz. Katkılarınızda kolay gelsin ve iyi çalışmalar.Muratsahin ,tr,0
229,"Selamlar. Lütfen Şablon:Chelsea FC kadrosunda yaptığınız gibi İngilizce Vikipedi den kopyala-yapıştır yaparak şablonları güncellemeyiniz. Orasıyla bizim sistemimiz biraz farklı, iki şablonda birden güncelleme yapmak gerekiyor. İyi günler.RapsarEfendim? ",tr,0
230,"No creo que este alagando a este cantante es por ello que creo que deberiais dejarmela publicar, no hay más información sobre este artista asi que lo que hice fue leer una biografia que encontre, cambiarla y aportar lo que yo sabia. Gracias!",es,0
231,Desteğin için çok teşekkür ederim; ama artık senin de o güzel katkılarını da özledik yani . Sevgiler...    Ds      Murat      ileti    ,tr,0
232,"Ho segnalato l aggiornamento di una voce,la morte odierna,purtroppo, di un conoscente che è presente su wiki. Non sono registrato e non intendo esserlo solo per dare una informazione così semplice ma essenziale. Mi vedo rispondere che sono un vandalo e mi vedo minacciare velatamente. Vedete di cambiare metodi, non sono affatto ne funzionali ne educati.",it,0
233,"Hola Petronas, necesito pedirte un gran favor; necesito que protejas el articulo del ex presidente de mi país Colombia César Gaviria y bloquear estas IPs que vandalizaron el articulo que tuve que corregir; 186.144.200.123 y 181.234.111.117 . Gracias. PS: Protege el artículo por favor.",es,0
234,egregio utente lukewiller le mie modifiche sono effettuate da un grosso competente di cinema forse il migliore di tutti perché non vengono accettate ?,it,0
235,"Ya las había revisado, y sirven pero para una información mas básica, y creo que es necesario crearla porque especifíca más a lo que se dedica.",es,0
236,"En el apartado  ciudad , debe constar Alicante, puesto que si se consulta el código fuente de la página en dicho lugar, aparece  closest town , siendo Alicante la urbe más próxima al aeropuerto (9 Km, frente a los 12 Km que separan a Elche del mismo). Además, en otros aeopuertos que se sitúan en términos municipales distintos al de la capital, también se incluye ésta en el apartado  ciudad , véase Aeropuerto Internacional de Barcelona (término de El Prat de Llobregat, o Aeropuerto de Valencia (término municipal de Manises).",es,0
237,"Creo que en donde se menciona a los equipos participantes, falta incluir la lista de los corredores de cada equipo según la edición.>>Shinobilanterncorps_(Creador_de_Artículos)<< (discusión) 17:51 6 may 2018 (UTC)",es,0
238,thumb|left|1000px thumb|left|1000px thumb|left|1000px thumb|left|1000px thumb|left|1000px thumb|left|1000px thumb|left|1000px thumb|left|1000px thumb|left|1000px thumb|left|1000px thumb|left|1000px thumb|left|1000px thumb|left|1000px thumb|left|1000px thumb|left|1000px thumb|left|1000px thumb|left|1000px thumb|left|1000px thumb|left|1000px thumb|left|1000px,tr,0
239," 155px   VikiProje Sinema da Ayın İşbirliği ne Davetlisin!    Merhaba ! VikiProje Sinema bünyesinde Mart 2017 iş birliği projesi    Kadın film yönetmenleri listesi    ndeki maddelerin oluşturulması olarak seçilmiştir. Bu kapsamda, proje başlangıcı itibarıyla maddesi oluşturulmamış kadın film yönetmenlerinin 50 sinin maddesinin oluşturulması hedeflenmektedir. Bir çok işbirliği projesinde olduğu gibi bu işbirliği projesinin sonunda da pek çok ödül seni beklemekte.   Daha ayrıntılı bilgi ve katılım için      TIKLAYIN.         *VikiProje Sinema mesajları almak istemiyorsanız buradaki listeden kullanıcı adınızı kaldırabilirsiniz.      MediaWiki message delivery (mesaj) ",tr,0
240," Hola Yeza Hola yeza, antes de nada, gracias por apoyar el trabajo del artículo de Ana Gorría.Ando con todos los poetas jóvenes, por una cuestión de brevedad esencial (ars brevis, vita brevis) aunque mi idea es pegarme con todos los poetas que aparecen en el artículo de poesía española contempóranea.Poco a poco, son páginas a las que les tengo que poner la categoría esbozo y en obras porque primero estoy haciendo una labor de vacíado bibliográfico, solventar la pertinencia a través de obras, antologías y libros de texto para pasar a la redacción.Hasta pronto Yeza, ha sido un placer conocerte. Tonu",es,0
241,"Il problema come già detto non è il copryright (ed in ogni caso a noi non è dato modo di associare dal punto di vista legale un utenza con una persona che detiene alcuni diritti) ma il fatto che sia un curriculum non enciclopedico e che malgrado sia stato cancellato una dozzina di volte hai continuato a reinserirlo senza neanche chiederti se c era qualcosa che non andava: il cartellino giallo vuol dire questo, al prossimo inserimento blocco della tua utenzaVito (msg) ",it,0
242,"Qué divertido. ¿Has añadido en las   noticias   que te dedicas a llamar  payaso  a usuarios anónimos, o eso prefieres que no se sepa? ",es,0
243,:Kategori:Seslendirme sanatçıları kategorimiz zaten bulunmaktadır. Bunu ayrı bir madde olarak açmanız gereksizdir. Bilginize. Levent Abi ileti            ,tr,0
244,"E  un fatto che sanno anche i sassi. Che si sia creato, un regime anche. Che ora si provveda alla censura nascosta, non lo sapevo ... fa scopa con Ikkyu. Sì certo è una distrazione. Mi parli di comunità? Grazie Xinstalker (msg) ",it,1
245,Levent Abi selam; Ben de zaman darlığı nedeniyle biraz da yerel maddeleri düzenlemeyi becerememiş olmanın verdiği manevi çöküntüyle eskisi kadar katkı yapamıyorum ama buralardayım )) Sizi de ilgiyle izliyor ve kolaylıklar diliyorum. ( Arada dinlenin bence ) ) . Temizlik ve düzenleme işlerinde hep yanınızdayım. Hoşçakalın. Çapasapı ,tr,0
246, Bu madde Davutoğlu - Erdoğan gerginliğinin ancak bir alt maddesi olabileceği için kapsayıcı yeni bir madde açtım. Saygılarımla.|    zoɯɐʞɐʎ |    ,tr,0
247,"Quiero que sepas que para escribir ex cátedra como haces en la página de discusión de la ortografía española, primero deberías saber algo de ortografía, porque  álbum  lleva tilde. Y cuando pones  álbun  para referirte a la pronunciación figurada de la palabra, por qué le pones acento si es palabra llana terminada en ene? Listo, que eres un listo. No eres pedante, eres gilipollas. Suso de la ",es,0
248,"¿Qué tal añadir la clase VV (vandalismos graves) para listar ahí vandalbots, goatses y demás vandalismos que ameritan un bloqueo instantáneo? 14:20 6 dic 2008 (UTC)",es,0
249,"Hola, por favor, cuando puedas echa un vistazo al texto y me dices que te parece. Gracias. Un saludo. Tramas ",es,0
250,"Ege Üniversitesi Giriş Kapısı-Bilim Meşalesi.jpg kaynak ve lisans sorunu    64px|left|Dosya telif sorunu       Ege Üniversitesi Giriş Kapısı-Bilim Meşalesi.jpg    adlı dosyayı yüklediğiniz için teşekkürler. Dosyanın tanım sayfasında içeriğin kimin tarafından yapıldığı ve telif statüsü hakkında yeterli bilgi bulunmamaktadır. Eğer dosyayı kendiniz yapmadıysanız, içeriğin sahibini belirtmelisiniz. Bir internet sitesinden elde ettiyseniz nereden aldığınızı net şekilde gösteren bir bağlantı veriniz. Eğer dosyanın lisansını biliyorsanız    telif etiketini ekleyiniz   . Yüklediğiniz diğer resimleri kontrol etmek için bu bağlantıyı tıklayınız.    Hızlı silme kriterleri gereğince kaynak ve lisans bilgisi eksik olan dosyalar işaretlendikten bir hafta sonra silinirler   . Sorularınız için Vikipedi:Medya telif soruları sayfasını kullanabilirsiniz. Teşekkürler. SakhalinioBuyrun beniiiim? ",tr,0
251,"Merhaba Omeromurlu, Oluşturmuş olduğunuz Dosya:OmerOmurlu.jpg adlı sayfa, Vikipedi nin hızlı silme kriterlerinden D8 uyarınca silinmeye aday gösterilmiştir. Sayfanın silinmeye neden aday gösterildiği ile ilgili daha fazla bilgi almak için, ilgili kriterde verilen açıklamaları okumanız önerilir. Bu uyarıyı gördüğünüzde sayfa silinmiş olabilir. Eğer sayfanızı bulamıyorsanız silme kayıtlarını kontrol edebilir ve sayfayı silen hizmetli ile irtibata geçebilirsiniz. Utku Tanrıveremesaj ",tr,0
252,"Magia-¿que? ¿Referencias básicas? Tu lo que quieres es aprovechar este comentario para hacer publicidad de tu web, ponerla con el  .com  incluido y encima la pones junto a topural y dices que es son  referencias básicas , ¿Cómo tienes hxxxxs de compararte con topural?. Me parece patético que recurras a esto.",es,1
253,Estimados Amigos de los servicios secretos del ejercito de represores genocidas que trabajaron al servicio del dictador genocida Fidel Castro para instaurar una dictadura proletaria en la Argentina. Horacio Verbitsky es un genocida. No lo borren y anoten mi ID.,es,0
254,Por favor no confundir el nombre original     Regata     con el de     Regatta     empleado an algunos mercados. Se emplea el primero en el artículo haciendo mención al otro ene l apartado  otros nombres  de la ficha. Gracias Car ,es,0
255,"Te ayudo, pero... ¿podrías explicarte mejor? Y por favor, tus mensajes en una misma sección. Saludos. ",es,0
256, Münih Başkonsolosluğu. Bu da tek başına kesin kaynak değildir. Yine de Türkiye Türkçesindeki resmî adının Münih olduğunu gösteren kaynaklardan biridir. Takabeg ,tr,0
257,"kürtler pers aryan, biruni ile benim aramda fiziksel görünüm olarak fark yok. ibni sina ve farabide türkler zaten. sen istesende istemesende tipini si.ktiğimin kıllı kürdümsüsü.78.167.119.152 ",tr,1
258,Selamlar. Maddeye geliştirmediği  gerekçe siyle eski tartışmaları silinmiştir. Orda yazılanlar bile maddeyi geliştirmeye ve Türk Tarih Tezi nin ne olduğunu anlayabilmeleri için faydalıdır. Konuyla da alakalı olduğu takdirde silen kişişye göre faydasız olduğunu iddia edirerek silinmemelidir. Takabeg ,tr,0
259,Arrivato anche oggi a rompere il cazzo? così per sapere.... Pezzente ti si son rotte le mani che non rispondi? ,it,1
260,"Hola, te viso como bibliotecario que acabo de Fusionar Ministerio de Vivienda, Ordenamiento territorial y Medio Ambiente con Ministerio de Vivienda, Ordenamiento Territorial y Medio Ambiente de UruguaySé que después tiene que intervenir un biblio para terminar de solucionarlo. Gracias.",es,0
